,mr_is_curve,mr_is_oneway,mr_has_delimiter,mr_sidewalk_delimiter,mr_left_sidewalk,mr_right_sidewalk,cw_before_intersect,cw_after_intersect,cw_left_intersect,cw_right_intersect,cw_on_mainroad,srl_exists,srr_exists,sr_ends_mr,num_left_lanes,num_right_lanes,mr_rotation,srr_width,srr_dist,srl_width,srl_dist,mr_delimiter_width,cw_on_mainroad_dist,mr_sidewalk_delimiter_width,mr_curve_radius,mode,seq,frame,mr_num_lanes,sideroad,mr_sidewalk
9650,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,398,1,none,none
9651,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,399,1,none,none
9652,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,400,1,none,none
9653,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,401,1,none,none
9654,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,402,1,none,none
9655,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,403,1,none,none
9656,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,404,1,none,none
9657,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,405,1,none,none
9658,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,406,1,none,none
9659,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,407,1,none,none
9660,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,408,1,none,none
9661,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,409,1,none,none
9662,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,410,1,none,none
9663,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,411,1,none,none
9664,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,412,1,none,none
9665,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,413,1,none,none
9666,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,414,1,none,none
9667,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,415,1,none,none
9668,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,416,1,none,none
9669,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,417,1,none,none
9670,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,418,1,none,none
9671,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,419,1,none,none
9672,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,420,1,none,none
9673,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,421,1,none,none
9674,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,422,1,none,right
9675,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,423,1,none,right
9676,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,424,1,none,right
9677,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,425,1,none,right
9678,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,426,1,none,right
9679,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,427,1,none,right
9680,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,428,1,none,right
9681,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,429,1,none,right
9682,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,430,1,none,right
9683,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,431,1,none,right
9684,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,432,1,none,right
9685,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,433,1,none,right
9686,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,434,1,none,right
9687,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,435,1,none,right
9688,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,436,1,none,right
9689,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,437,1,none,right
9690,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,438,1,none,right
9691,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,439,1,none,right
9692,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,440,1,none,right
9693,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,441,1,none,right
9694,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,442,1,none,right
9695,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,443,1,none,right
9696,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,444,1,none,right
9697,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,445,1,none,right
9698,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,446,1,none,right
9699,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,447,1,none,right
9700,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,448,1,none,right
9701,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,449,1,none,right
9702,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,450,1,none,right
9703,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,451,1,none,right
9704,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,452,1,none,right
9705,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,453,1,none,right
9706,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,454,1,none,right
9707,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,455,1,none,right
9708,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,456,1,none,right
9709,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,457,1,none,right
9710,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,458,1,none,right
9711,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,459,1,none,right
9712,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,460,1,none,right
9713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,461,1,none,right
9714,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,462,1,none,right
9715,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,463,1,none,right
9716,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,464,1,none,right
9717,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,465,1,none,right
9718,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,466,1,none,right
9719,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,467,1,none,right
9720,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,468,1,none,right
9721,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,469,1,none,right
9722,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,470,1,none,right
9723,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,471,1,none,right
9724,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,472,1,none,right
9725,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,473,1,none,right
9726,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,474,1,none,right
9727,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,475,1,none,right
9728,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,476,1,none,right
9729,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,477,1,none,right
9730,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,478,1,none,right
9731,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,479,1,none,right
9732,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,480,1,none,right
9733,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,481,1,none,right
9734,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,482,1,none,right
9735,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,483,1,none,right
9736,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,484,1,none,right
9737,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,485,1,none,right
9738,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,486,1,none,right
9739,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,487,1,none,right
9740,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,488,1,none,right
9741,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,489,1,none,right
9742,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,490,1,none,right
9743,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,491,1,none,right
9744,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,492,1,none,right
9745,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,493,1,none,right
9746,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,494,1,none,right
9747,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,495,1,none,right
9748,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,496,1,none,right
9749,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,train,2011_09_26_drive_0087_sync,497,1,none,right
